date,open,close,high,low,volume,amount
2021-04-09,2956.19,2911.66,2968.57,2899.35,1972553888,42337782016.0
2021-04-12,2908.76,2811.65,2915.76,2800.4,2357636736,48760777728.0
2021-04-13,2806.33,2813.75,2836.95,2798.61,1628387936,31915487744.0
2021-04-14,2813.33,2860.48,2866.13,2813.33,1460151344,31805099008.0
2021-04-15,2852.34,2876.52,2879.87,2825.82,1577501392,32678486016.0
2021-04-16,2890.53,2869.11,2892.02,2835.21,1729324720,33807445504.0
2021-04-19,2866.42,2960.56,2963.8,2853.04,2613031680,51801788160.0
2021-04-20,2946.1,2964.21,2987.83,2935.16,2162776480,47735591680.0
2021-04-21,2957.53,2952.81,2972.45,2927.63,2418321024,43730132736.0
2021-04-22,2966.87,2945.27,2973.73,2926.85,2562587984,44674114560.0
2021-04-23,2943.25,2990.04,3004.28,2941.83,2723762240,48706681344.0
2021-04-26,2995.77,2948.34,3031.07,2944.16,3010255328,57255172608.0
2021-04-27,2950.32,2929.14,2959.92,2897.08,2481111344,45708401408.0
2021-04-28,2934.09,2979.36,2979.36,2928.27,2053438432,41677373696.0
2021-04-29,2985.61,2963.34,2986.07,2939.15,1970134736,40885040640.0
2021-04-30,2962.45,2978.47,2996.66,2954.25,2672763744,58021443584.0
2021-05-06,2974.24,2969.16,3004.79,2937.75,2633571664,55339863296.0
2021-05-07,2971.8,2911.51,2997.73,2910.27,2761608976,49385217792.0
2021-05-10,2901.88,2897.05,2922.43,2867.45,2693857120,47289005568.0
2021-05-11,2869.4,2882.69,2887.39,2813.39,2421811408,47065108224.0
2021-05-12,2865.5,2883.08,2889.45,2856.91,1866526048,33738999808.0
2021-05-13,2845.34,2843.53,2866.81,2837.46,2252835216,39448804096.0
2021-05-14,2850.61,2929.03,2931.05,2828.85,2531935840,50450649600.0
2021-05-17,2932.16,2992.66,3001.27,2931.98,2694028784,57387244544.0
2021-05-18,2987.55,2993.27,3000.54,2973.96,2240349216,45006327296.0
2021-05-19,2981.92,3016.98,3039.59,2967.04,2245214384,46892871680.0
2021-05-20,3020.25,3009.75,3046.78,3002.73,2389147712,46927124224.0
2021-05-21,3025.94,2976.55,3037.77,2972.66,2250596160,48409287424.0
2021-05-24,2974.31,2983.03,2983.78,2939.28,2076586960,43848211456.0
2021-05-25,2975.7,3041.02,3041.71,2954.13,2669554240,59401138944.0
2021-05-26,3045.67,3033.27,3062.41,3028.16,2754141232,56643483904.0
2021-05-27,3023.29,3058.04,3058.04,3011.42,2460110400,54218352384.0
2021-05-28,3058.08,3067.72,3107.76,3052.01,2737258656,59972740608.0
2021-05-31,3079.85,3132.43,3132.55,3058.07,2882354624,67070788352.0
2021-06-01,3124.77,3119.2,3132.11,3083.9,2755933920,59592771840.0
2021-06-02,3137.63,3081.04,3151.76,3068.49,2411837840,51375667200.0
2021-06-03,3072.4,3025.1,3085.77,3023.91,2138203968,47450232576.0
2021-06-04,3007.97,3037.07,3070.91,2996.04,2446202080,55632231168.0
2021-06-07,3042.14,3021.65,3042.9,2997.11,2641428336,56262099200.0
2021-06-08,3023.08,3036.1,3057.14,3009.33,2340702272,49873793792.0
2021-06-09,3040.14,3049.65,3053.35,3022.85,2155558000,45069792256.0
2021-06-10,3056.55,3109.99,3134.76,3054.19,2961508000,70076051456.0
2021-06-11,3121.61,3094.21,3128.89,3075.91,3294311152,77811617792.0
2021-06-15,3092.07,3061.88,3104.11,3047.73,2644786944,60307949824.0
2021-06-16,3051.17,2965.94,3051.33,2956.04,2557763024,60710658048.0
2021-06-17,2975.86,3003.96,3004.97,2970.14,2241470736,49754958592.0
2021-06-18,3013.18,3075.65,3089.33,3008.38,2876159488,65659265536.0
2021-06-21,3076.59,3131.55,3135.45,3061.02,3025069344,72796073984.0
2021-06-22,3143.89,3143.33,3151.28,3103.28,2992720848,64937256448.0
2021-06-23,3147.38,3167.21,3191.17,3131.94,3014119824,67952548608.0
2021-06-24,3188.04,3187.24,3202.13,3151.11,3034506112,72272093184.0
2021-06-25,3186.81,3230.12,3241.25,3183.4,2808770352,68366302208.0
2021-06-28,3240.01,3253.62,3265.72,3231.83,2866187520,70327853056.0
2021-06-29,3265.92,3256.5,3290.49,3250.34,2707978960,72408866816.0
2021-06-30,3255.84,3306.09,3306.45,3239.3,2634237488,64887861504.0
2021-07-01,3321.77,3226.94,3323.03,3219.86,3192505840,70358618112.0
2021-07-02,3202.23,3161.01,3205.13,3157.12,3808407328,77635088384.0
2021-07-05,3164.27,3180.16,3202.19,3145.02,3331434160,66716548864.0
2021-07-06,3180.42,3164.88,3206.59,3117.01,3378898864,68160289024.0
2021-07-07,3136.95,3285.35,3292.7,3121.43,3786163440,86869000192.0
2021-07-08,3301.15,3331.49,3362.87,3300.46,3973736480,97894785024.0
2021-07-09,3313.6,3349.45,3365.48,3264.98,3772838016,90135191552.0
