date,open,close,high,low,volume,amount
2020-04-08,8303.61,8301.07,8322.68,8262.27,8942789,23742251264.0
2020-04-09,8335.22,8305.21,8343.46,8283.76,7451654,23281731072.0
2020-04-10,8316.98,8298.42,8435.09,8278.96,9159909,28103928320.0
2020-04-13,8269.72,8285.98,8327.71,8245.02,7257342,20116916736.0
2020-04-14,8346.23,8416.31,8416.31,8298.89,8986416,28488012032.0
2020-04-15,8423.13,8347.25,8440.44,8332.52,8092417,25679293696.0
2020-04-16,8310.8,8317.11,8320.55,8285.81,7415541,21179465472.0
2020-04-17,8381.58,8424.25,8462.53,8360.88,10979563,31483159808.0
2020-04-20,8432.22,8446.61,8449.54,8391.13,8993779,25673076224.0
2020-04-21,8412.57,8302.06,8412.57,8251.86,9619484,27570703872.0
2020-04-22,8270.88,8410.91,8410.91,8249.56,7874431,26964836096.0
2020-04-23,8441.12,8442.75,8496.6,8430.1,9113407,25973132544.0
2020-04-24,8442.82,8412.69,8465.39,8395.29,7804516,22320626176.0
2020-04-27,8432.09,8446.56,8478.29,8374.14,8269215,25743896064.0
2020-04-28,8487.37,8515.26,8548.76,8359.36,10692831,35498957824.0
2020-04-29,8491.88,8525.34,8552.08,8463.63,10093614,34056505344.0
2020-04-30,8552.97,8600.07,8648.1,8552.97,11059732,33354031360.0
2020-05-06,8493.17,8684.72,8687.76,8493.17,11362852,36771521024.0
2020-05-07,8688.25,8702.12,8722.25,8641.97,842240192,28908669440.0
2020-05-08,8743.29,8807.09,8834.64,8728.41,930793744,33336567040.0
2020-05-11,8831.11,8817.27,8919.94,8779.97,927295712,31799850752.0
2020-05-12,8819.42,8821.88,8841.6,8771.96,764749728,25782384128.0
2020-05-13,8805.29,8862.05,8869.95,8763.87,697651664,25372136704.0
2020-05-14,8837.76,8759.63,8837.76,8755.69,703436176,23510721280.0
2020-05-15,8782.64,8669.66,8791.14,8665.2,715505600,24980441088.0
2020-05-18,8677.74,8756.38,8795.51,8640.28,921213408,33298556928.0
2020-05-19,8852.76,8850.86,8865.21,8815.65,894423680,29845773824.0
2020-05-20,8838.46,8797.24,8843.79,8781.3,724450944,24879872000.0
2020-05-21,8842.7,8771.63,8843.96,8753.95,665826688,23261879296.0
2020-05-22,8757.01,8555.06,8758.9,8534.11,889703888,31089946624.0
2020-05-25,8577.16,8627.4,8631.59,8475.71,727337216,26620167168.0
2020-05-26,8665.92,8701.14,8707.25,8641.53,719139552,23377050624.0
2020-05-27,8706.18,8649.02,8706.2,8635.79,730590448,23586433792.0
2020-05-28,8666.12,8656.3,8726.23,8583.95,790585120,25420976384.0
2020-05-29,8628.68,8675.43,8708.72,8618.1,830106368,25687897600.0
2020-06-01,8737.81,8911.28,8926.22,8737.81,1062292720,38235220736.0
2020-06-02,8897.42,8893.36,8911.52,8862.33,946937200,32610399744.0
2020-06-03,8944.93,8901.28,8991.77,8889.49,978021264,30411269376.0
2020-06-04,8942.84,8919.76,8953.17,8883.86,840560432,25069452800.0
2020-06-05,8915.67,8940.07,8940.68,8857.45,779542304,26133453056.0
2020-06-08,8992.72,9031.06,9104.2,8992.7,1101074992,36274943744.0
2020-06-09,9049.92,9090.14,9102.87,9015.04,953415104,29868455168.0
2020-06-10,9066.53,9018.88,9066.53,8989.81,862401168,26884873472.0
2020-06-11,8986.86,8890.28,8995.57,8849.4,940799120,31494337536.0
2020-06-12,8754.06,8910.89,8917.66,8734.72,930231600,29618417664.0
2020-06-15,8809.01,8734.05,8837.74,8734.0,892474768,34320975872.0
