date,open,close,high,low,volume,amount
2010-02-03,2275.55,2295.31,2296.32,2214.74,17875856,20757931180.0
2010-02-04,2286.95,2306.21,2322.19,2271.64,19747570,21899550019.0
2010-02-05,2263.87,2269.69,2291.75,2251.2,18885487,21261802299.0
2010-02-08,2270.55,2266.31,2283.86,2261.19,11681721,13893111907.0
2010-02-09,2263.84,2272.94,2282.07,2259.73,10349491,11765208799.0
2010-02-10,2288.49,2299.25,2299.71,2277.41,9576940,11575970224.0
2010-02-11,2301.51,2302.54,2313.06,2295.24,10334678,11811703044.0
2010-02-12,2306.65,2320.26,2322.81,2303.39,10554657,12541213185.0
2010-02-22,2319.9,2314.21,2332.21,2311.26,12357263,14229812988.0
2010-02-23,2312.06,2322.86,2323.36,2278.82,13194132,16016986855.0
2010-02-24,2313.7,2362.76,2363.49,2304.28,17085512,19595356703.0
2010-02-25,2365.36,2383.12,2384.97,2361.98,20014353,23769045103.0
2010-02-26,2379.38,2383.08,2396.81,2371.45,17125894,21598493717.0
2010-03-01,2383.64,2401.29,2405.96,2383.64,18709832,22081303798.0
2010-03-02,2403.91,2397.04,2414.37,2388.34,19081011,22441073366.0
2010-03-03,2399.69,2432.01,2432.49,2393.95,25681120,30776012719.0
2010-03-04,2435.6,2359.1,2439.1,2352.25,27769795,31966300223.0
2010-03-05,2359.58,2361.78,2374.38,2340.75,17169540,20212019997.0
2010-03-08,2367.21,2375.22,2380.43,2361.19,14220365,16791413130.0
2010-03-09,2375.25,2374.88,2382.61,2354.96,15503997,17585365177.0
2010-03-10,2374.76,2347.91,2379.17,2333.26,15256802,17762841445.0
2010-03-11,2346.09,2331.03,2353.35,2314.14,12480882,14702993087.0
2010-03-12,2330.67,2300.79,2337.03,2297.35,11655370,13146535774.0
2010-03-15,2298.95,2278.46,2303.83,2268.22,11224525,12677419172.0
2010-03-16,2278.79,2288.1,2290.66,2265.42,8645751,10037835598.0
2010-03-17,2294.0,2336.31,2336.5,2291.67,14389140,16684489895.0
2010-03-18,2340.98,2333.64,2350.01,2324.59,16250613,18312249351.0
2010-03-19,2335.54,2344.99,2345.52,2320.05,13796801,16168659133.0
2010-03-22,2351.18,2361.97,2362.97,2346.22,17465712,20347720413.0
2010-03-23,2363.15,2342.24,2364.96,2339.72,15311016,18365260589.0
2010-03-24,2345.19,2348.0,2353.87,2342.19,14298051,17490959622.0
2010-03-25,2345.19,2316.97,2345.19,2314.65,15389190,19134946884.0
2010-03-26,2314.38,2347.7,2353.08,2311.86,14681045,18791692015.0
2010-03-29,2360.86,2382.25,2383.16,2358.17,23341636,26281649076.0
2010-03-30,2384.01,2382.03,2387.25,2373.34,17726574,22472125089.0
2010-03-31,2384.82,2378.53,2386.05,2371.8,18628845,21921818332.0
2010-04-01,2380.1,2412.66,2412.66,2380.04,22873597,27707489623.0
2010-04-02,2415.35,2415.95,2418.39,2402.63,21540513,28120345927.0
2010-04-06,2421.38,2408.86,2424.81,2395.59,18345465,22985919157.0
2010-04-07,2409.77,2404.04,2411.92,2392.96,17671223,23369665104.0
2010-04-08,2403.15,2400.15,2412.87,2394.33,20886191,26963220797.0
2010-04-09,2400.36,2421.8,2422.11,2396.47,16569193,23228520956.0
2010-04-12,2428.67,2433.04,2433.66,2416.27,23498535,31518291848.0
2010-04-13,2434.51,2438.53,2453.76,2390.85,25615337,34436476562.0
2010-04-14,2441.9,2452.72,2453.15,2428.97,17905485,25238453250.0
2010-04-15,2453.93,2434.97,2458.7,2420.18,17583186,23421274471.0
2010-04-16,2430.52,2421.51,2438.27,2408.02,14765926,20535108067.0
2010-04-19,2403.08,2321.89,2412.53,2321.41,24430645,30264349451.0
2010-04-20,2320.62,2336.68,2338.55,2292.96,19059950,25104223457.0
2010-04-21,2343.96,2402.49,2403.16,2343.96,22219246,30382084084.0
2010-04-22,2396.97,2393.51,2415.28,2381.9,22128474,29819446688.0
2010-04-23,2391.34,2374.75,2408.61,2365.45,19643722,26363745872.0
2010-04-26,2376.95,2377.16,2395.68,2372.13,18150383,25852577813.0
2010-04-27,2372.29,2331.69,2372.29,2289.82,22354037,28325044295.0
2010-04-28,2309.09,2308.33,2337.63,2288.72,15200432,20879029587.0
2010-04-29,2318.7,2255.91,2330.3,2255.17,16998616,23572750288.0
2010-04-30,2251.32,2231.96,2256.27,2187.72,17409462,22560545605.0
2010-05-04,2192.47,2212.26,2238.98,2184.44,12395771,15173441867.0
2010-05-05,2191.64,2245.02,2245.79,2172.47,17568031,20702011683.0
2010-05-06,2239.06,2171.03,2239.06,2169.4,17823503,22120980542.0
2010-05-07,2125.77,2122.16,2167.96,2111.65,20711090,23873117763.0
2010-05-10,2125.78,2115.98,2142.7,2071.01,16874401,21203887535.0
2010-05-11,2155.19,2067.25,2160.65,2060.83,15148637,18423976281.0
2010-05-12,2053.41,2046.04,2075.49,2013.74,14357983,15638361073.0
2010-05-13,2049.21,2103.48,2103.9,2036.84,15330746,16559992863.0
2010-05-14,2091.11,2107.0,2120.25,2079.88,13778676,15856827416.0
2010-05-17,2080.99,1988.31,2081.28,1987.67,15687360,16498388581.0
2010-05-18,1980.91,2012.15,2019.63,1945.8,16327332,16905521617.0
2010-05-19,1998.68,2012.26,2040.01,1986.53,13012780,14199925060.0
2010-05-20,1997.93,1983.33,2036.26,1978.51,12576507,13425190948.0
2010-05-21,1935.03,2015.35,2015.6,1925.52,15453974,16862461996.0
2010-05-24,2028.68,2095.74,2099.71,2028.68,21405433,24164647358.0
2010-05-25,2083.47,2064.24,2092.86,2048.94,17419284,20040241923.0
2010-05-26,2060.62,2067.57,2083.37,2051.52,13447930,15770231856.0
2010-05-27,2065.91,2105.09,2110.04,2040.33,17539211,19267842249.0
2010-05-28,2123.89,2102.43,2131.86,2090.32,16789098,19920045827.0
2010-05-31,2095.4,2042.76,2112.41,2042.16,13464706,16341991756.0
2010-06-01,2026.87,2013.51,2044.8,1980.01,12927122,15167857327.0
2010-06-02,2004.81,2035.85,2035.95,1985.75,10431439,12475713709.0
2010-06-03,2044.87,2021.23,2060.89,2020.38,11990788,14050288700.0
2010-06-04,2012.3,2032.3,2035.5,2005.86,10066278,11556640919.0
2010-06-07,1995.79,2018.47,2024.95,1987.87,11878097,13304948588.0
2010-06-08,2017.07,2037.0,2044.49,2012.04,11178751,13367861824.0
2010-06-09,2045.27,2080.27,2081.56,2030.9,15531373,17681197837.0
2010-06-10,2069.49,2078.07,2095.83,2063.35,12674691,14973366634.0
2010-06-11,2090.26,2074.23,2097.5,2072.84,12061579,14799967946.0
2010-06-17,2087.08,2049.9,2093.5,2049.54,9840192,12859431174.0
2010-06-18,2044.24,1989.8,2046.18,1982.45,10996706,13394730763.0
2010-06-21,1982.08,2035.67,2035.82,1969.14,13337213,13707477431.0
2010-06-22,2032.08,2039.83,2046.14,2025.8,10015283,10876729766.0
2010-06-23,2030.21,2021.03,2045.18,2003.42,9513953,10602984519.0
2010-06-24,2022.12,2019.33,2033.65,2011.33,8148665,8813821621.0
2010-06-25,2012.1,2000.83,2015.02,1981.17,9956874,10124379998.0
2010-06-28,1999.32,1983.69,2005.32,1977.42,8359250,8595941980.0
2010-06-29,1984.12,1895.31,1990.6,1894.27,14006327,14062285755.0
2010-06-30,1880.55,1884.17,1886.87,1858.18,11069249,10564365091.0
2010-07-01,1882.39,1853.84,1893.89,1852.89,10861330,9830366594.0
2010-07-02,1852.26,1857.58,1863.68,1804.67,15126193,12650488588.0
2010-07-05,1839.7,1840.43,1851.4,1818.03,10516603,8995430537.0
2010-07-06,1835.07,1873.13,1875.21,1832.75,11258169,10263893124.0
2010-07-07,1873.09,1888.53,1888.95,1865.22,10881796,10148642371.0
2010-07-08,1894.86,1879.13,1897.28,1868.48,9730791,8987895046.0
2010-07-09,1881.61,1927.44,1933.64,1868.68,16700928,15253170725.0
2010-07-12,1930.34,1945.91,1953.68,1923.91,15749128,14594068930.0
2010-07-13,1932.9,1924.3,1935.04,1910.05,13030480,12317377938.0
2010-07-14,1931.57,1946.29,1966.88,1931.57,15352016,13628466501.0
2010-07-15,1944.83,1913.15,1963.29,1912.12,11727860,10724767007.0
