date,open,close,high,low,volume,amount
2015-08-26,2910.28,2886.23,3003.56,2824.35,2858829,6176691036.0
2015-08-27,2930.04,2978.79,2979.99,2874.11,2377949,4992300196.0
2015-08-28,3006.28,3086.61,3102.84,2976.95,2482536,5329529231.0
2015-08-31,3053.97,2990.87,3054.1,2965.23,2060982,4261304461.0
2015-09-01,2960.57,2885.61,2961.06,2850.71,2097732,4455697885.0
2015-09-02,2763.86,2875.02,2910.41,2761.95,2134002,4878446992.0
2015-09-07,2878.99,2877.9,2954.34,2855.06,1620232,4012558536.0
2015-09-08,2861.71,2981.28,2982.44,2851.19,1429444,3206203325.0
2015-09-09,2989.43,3035.1,3050.59,2979.04,1949722,4432680504.0
2015-09-10,3015.64,3037.98,3069.75,3005.92,1244523,3076404172.0
2015-09-11,3044.85,3058.17,3075.84,3015.42,1621308,3159990158.0
2015-09-14,3071.21,2941.53,3072.08,2899.67,2420895,4068674174.0
2015-09-15,2888.78,2831.52,2918.54,2826.94,1626745,2997203559.0
2015-09-16,2838.74,3000.16,3015.72,2838.74,1789855,3621030309.0
2015-09-17,2981.21,2960.38,3043.9,2955.96,1975389,3976861558.0
2015-09-18,2961.21,3005.47,3018.87,2951.42,2188593,3065261909.0
2015-09-21,2984.04,3071.36,3078.09,2966.42,2438022,3698300552.0
2015-09-22,3071.87,3088.46,3102.93,3045.31,2229113,3996627552.0
2015-09-23,3052.52,3052.65,3084.37,3041.56,1604686,3015862451.0
2015-09-24,3059.23,3073.6,3082.27,3040.62,1201773,2579855293.0
2015-09-25,3067.08,2979.12,3069.23,2962.93,1418335,2738924264.0
2015-09-28,2977.45,3023.75,3030.75,2953.64,1111074,2442648763.0
2015-09-29,2988.33,2989.62,3011.37,2973.93,1198345,2571032412.0
2015-09-30,2996.54,2989.99,3009.95,2959.83,835959,1873683314.0
2015-10-08,3094.83,3101.67,3123.75,3074.64,1560245,3439978429.0
2015-10-09,3107.42,3129.59,3139.55,3104.27,2099097,4778848076.0
2015-10-12,3096.94,3157.55,3209.72,3094.24,3564354,7486830989.0
2015-10-13,3119.55,3152.73,3165.04,3112.45,1899654,4599006859.0
2015-10-14,3082.68,3106.88,3154.27,3082.68,2766912,6970096265.0
2015-10-15,3067.29,3159.56,3159.66,3066.92,3161618,11152157486.0
2015-10-16,3172.66,3172.38,3188.52,3121.14,3402360,8865283983.0
2015-10-19,3186.17,3153.32,3196.05,3109.83,3199482,8628494466.0
2015-10-20,3142.82,3190.05,3191.13,3133.45,2260198,6486159670.0
2015-10-21,3198.33,3098.77,3279.31,3069.5,3889148,11973504506.0
2015-10-22,3103.66,3237.33,3237.33,3092.11,3057840,9916403120.0
2015-10-23,3291.85,3338.1,3367.5,3291.85,3972076,12719165617.0
2015-10-26,3363.34,3295.35,3364.13,3251.35,3131616,9033978292.0
2015-10-27,3272.65,3314.73,3328.74,3183.42,2440655,6810222517.0
2015-10-28,3298.68,3217.46,3312.59,3202.38,2032042,5985758156.0
2015-10-29,3243.13,3228.6,3255.46,3185.08,1463408,4330417555.0
2015-10-30,3235.76,3222.46,3262.4,3186.82,1559094,4710723412.0
2015-11-02,3161.71,3136.54,3221.42,3134.66,1638717,4674583366.0
2015-11-03,3142.25,3100.42,3159.74,3091.85,1496891,4229566059.0
2015-11-04,3111.95,3268.01,3268.01,3111.95,2541920,7071824306.0
2015-11-05,3266.83,3236.77,3296.72,3222.52,2734453,7786529716.0
2015-11-06,3228.9,3302.08,3305.58,3228.35,2413510,7342249807.0
2015-11-09,3293.82,3370.7,3408.72,3285.83,2942789,9514649431.0
2015-11-10,3338.8,3348.92,3384.99,3316.06,2488840,7639918736.0
2015-11-11,3329.04,3428.39,3432.44,3319.5,5107571,11461537666.0
2015-11-12,3433.85,3427.37,3455.72,3389.93,3910587,10047551402.0
2015-11-13,3389.77,3366.4,3425.54,3336.49,4344061,10501268810.0
2015-11-16,3295.92,3403.71,3403.71,3293.72,2905451,6712356731.0
2015-11-17,3435.73,3356.18,3450.08,3351.9,3235463,8197973838.0
2015-11-18,3362.72,3281.21,3367.93,3275.65,2376119,5890139425.0
2015-11-19,3280.93,3346.55,3346.55,3280.93,2037617,4883796790.0
2015-11-20,3353.39,3356.24,3374.16,3333.74,2634084,6482713418.0
2015-11-23,3360.54,3401.62,3430.71,3355.67,3368911,8733999981.0
2015-11-24,3416.87,3425.5,3425.5,3366.9,2633982,7197474921.0
2015-11-25,3416.2,3482.41,3488.76,3404.17,2589090,7822641604.0
2015-11-26,3497.67,3417.78,3501.8,3416.97,2463047,7084759455.0
2015-11-27,3400.98,3204.06,3412.21,3187.76,3011963,7851733275.0
2015-11-30,3212.84,3220.62,3243.83,3065.25,2961062,7186338085.0
2015-12-01,3235.62,3255.43,3279.9,3206.71,2090064,5451308285.0
2015-12-02,3250.29,3243.23,3258.28,3153.58,1799640,4835422940.0
2015-12-03,3257.71,3313.84,3313.84,3254.3,1614347,4602580503.0
2015-12-04,3311.35,3310.24,3360.22,3291.87,1827979,5437171961.0
2015-12-07,3320.31,3367.64,3368.03,3299.11,1831603,5065625591.0
2015-12-08,3349.01,3278.53,3349.01,3273.35,1638172,4564312398.0
2015-12-09,3264.11,3248.04,3286.36,3232.09,1553928,4044478124.0
2015-12-10,3244.83,3281.91,3319.57,3244.83,1681383,4501499873.0
2015-12-11,3275.01,3256.55,3294.99,3242.35,1425149,3760818780.0
2015-12-14,3206.36,3267.01,3267.01,3200.21,2060925,5663094921.0
2015-12-15,3271.51,3269.8,3303.47,3257.15,1880834,5670464473.0
2015-12-16,3276.35,3291.7,3306.67,3275.67,2083144,5177298971.0
2015-12-17,3302.89,3335.55,3340.74,3302.89,2673125,7180205728.0
2015-12-18,3332.17,3397.22,3405.59,3330.34,2917912,9288524745.0
2015-12-21,3443.93,3458.55,3492.91,3438.38,3408442,11033380118.0
2015-12-22,3452.36,3487.68,3489.49,3436.2,2432743,8273664578.0
2015-12-23,3479.53,3444.4,3516.1,3431.67,2374326,8379071585.0
2015-12-24,3450.14,3483.91,3495.35,3439.45,2036306,8155489889.0
2015-12-25,3478.19,3502.78,3516.3,3478.19,2283074,7769577745.0
2015-12-28,3510.56,3422.5,3530.97,3422.5,2630858,8178044732.0
2015-12-29,3421.18,3424.19,3440.06,3377.68,2106339,6624038705.0
2015-12-30,3428.86,3438.37,3455.89,3419.31,1736740,5279323866.0
2015-12-31,3439.28,3396.42,3451.91,3393.89,1847468,4862729264.0
2016-01-04,3390.3,3099.06,3404.21,3098.0,1817874,5330125514.0
2016-01-05,2984.7,3045.14,3117.31,2936.26,2709296,7607485689.0
2016-01-06,3059.42,3109.34,3119.17,3037.38,2106625,5671599151.0
2016-01-07,3049.94,2839.36,3052.04,2830.32,630837,1558700393.0
2016-01-08,2925.93,2890.35,2958.0,2740.63,2474108,6434494961.0
2016-01-11,2824.63,2705.13,2889.98,2703.73,2358241,5647799663.0
2016-01-12,2714.47,2760.13,2784.55,2680.78,2261234,5373651758.0
2016-01-13,2778.68,2662.82,2811.13,2662.82,1921032,4628323090.0
2016-01-14,2586.69,2785.18,2792.73,2575.96,2446964,5348538150.0
2016-01-15,2770.85,2703.73,2790.46,2685.29,2357880,5604130694.0
2016-01-18,2653.62,2757.67,2793.03,2648.31,2453608,5668656275.0
2016-01-19,2749.84,2862.96,2867.28,2749.25,2712245,6533945556.0
2016-01-20,2849.16,2828.74,2899.8,2817.01,2546738,6199420381.0
2016-01-21,2789.1,2744.17,2900.52,2744.17,2503105,6131504131.0
