date,open,close,high,low,volume,amount
2005-01-04,992.24,978.01,992.24,976.5,4234809,2266543616.0
2005-01-05,976.07,980.5,984.05,971.37,2967469,1527817472.0
2005-01-06,981.69,969.25,981.69,967.21,2639819,1373500288.0
2005-01-07,970.14,971.04,979.64,965.62,2768089,1396218240.0
2005-01-10,970.63,979.52,980.26,966.24,2273267,1288483584.0
2005-01-11,980.3,985.47,987.94,979.56,2442837,1303938432.0
2005-01-12,982.32,985.09,985.09,978.89,1655140,856408960.0
2005-01-13,984.73,983.49,988.48,981.5,2180659,1116546176.0
2005-01-14,983.9,978.45,995.64,977.59,3619825,1640972800.0
2005-01-17,969.98,958.68,974.43,957.0,3330789,1740876928.0
2005-01-18,958.24,967.97,967.97,954.95,3558039,1719500160.0
2005-01-19,967.51,963.28,968.78,962.66,3144827,1415387392.0
2005-01-20,959.2,954.19,960.39,951.26,3759876,1821009408.0
2005-01-21,952.44,989.39,990.31,951.8,7641744,3829173504.0
2005-01-24,998.53,1002.95,1003.72,991.41,6860491,3542699520.0
2005-01-25,999.82,1002.54,1002.54,989.11,4532989,2507809024.0
2005-01-26,999.23,997.42,1008.38,996.65,3224371,1723207808.0
2005-01-27,995.33,983.55,995.96,983.55,3048500,1488452352.0
2005-01-28,983.55,982.43,983.59,978.52,2415013,1172739072.0
2005-01-31,979.32,974.88,982.75,973.7,2989113,1518155392.0
2005-02-01,973.89,980.34,987.69,973.89,2797239,1481429376.0
2005-02-02,981.56,1030.83,1030.9,981.56,8257647,4504087552.0
2005-02-03,1025.1,1016.17,1036.17,1015.52,7106754,3817196544.0
2005-02-04,1015.55,1045.29,1049.96,1014.21,7764926,4386517504.0
2005-02-16,1052.65,1051.82,1064.41,1046.53,5656482,3202246400.0
2005-02-17,1052.46,1043.72,1052.46,1037.07,3962880,2182998016.0
2005-02-18,1043.74,1028.21,1045.83,1027.87,3646413,1942591488.0
2005-02-21,1029.04,1050.29,1050.29,1029.04,4616882,2527031552.0
2005-02-22,1051.41,1066.96,1069.51,1048.31,7040715,3806549248.0
2005-02-23,1065.51,1058.31,1065.51,1052.26,8368736,4553927680.0
2005-02-24,1055.55,1054.51,1055.55,1043.78,4828318,2724996608.0
2005-02-25,1055.55,1056.92,1069.34,1055.55,6858479,4108173824.0
2005-02-28,1057.48,1049.19,1057.48,1045.67,4766591,2767177216.0
2005-03-01,1047.73,1043.4,1050.2,1040.46,3456465,2006297856.0
2005-03-02,1042.74,1024.65,1050.57,1024.39,6251704,3745114368.0
