date,open,close,high,low,volume,amount
2012-12-21,5620.88,5573.9,5707.58,5551.93,6102937,7145510000.0
2012-12-24,5536.3,5611.02,5669.22,5523.07,5628917,7064840000.0
2012-12-25,5574.39,5753.47,5843.45,5544.38,9612843,11707120000.0
2012-12-26,5741.41,5755.04,5787.44,5708.98,5863373,7075320000.0
2012-12-27,5781.68,5705.21,5827.2,5700.43,6371322,7707880000.0
2012-12-28,5743.76,5911.42,5928.34,5704.2,10152768,11972680000.0
2012-12-31,5943.8,6075.09,6095.95,5943.8,9231959,12492000000.0
2013-01-04,6201.62,6124.38,6328.45,6053.31,9979531,14710040000.0
2013-01-07,6088.35,6115.11,6173.41,6037.68,7457301,8918500000.0
2013-01-08,6102.33,5965.05,6106.22,5921.36,6732387,10076990000.0
2013-01-09,5937.58,5943.06,6004.56,5886.7,5894850,8795490000.0
2013-01-10,5942.16,5952.16,6074.76,5904.41,6327039,8901520000.0
2013-01-11,5952.54,5805.87,5973.08,5767.79,7213104,9265840000.0
2013-01-14,5789.87,6127.99,6150.49,5785.44,10159184,13914910000.0
2013-01-15,6131.99,6167.38,6207.11,6129.88,10135615,12828550000.0
2013-01-16,6160.12,6050.28,6160.12,5927.66,9141960,10778470000.0
2013-01-17,6024.83,6002.97,6086.25,5938.81,9546716,11045140000.0
2013-01-18,6043.33,6094.15,6163.7,5958.45,9225204,11523530000.0
2013-01-21,6095.4,6082.88,6107.04,6018.91,7145972,9516810000.0
2013-01-22,6076.08,6076.41,6185.42,6017.12,9021141,12441930000.0
2013-01-23,6043.15,6097.56,6120.14,6008.99,6536207,8463130000.0
2013-01-24,6100.37,6105.11,6314.02,6059.11,15155611,19842340000.0
2013-01-25,6087.15,5972.86,6108.77,5953.46,7279000,9583210000.0
2013-01-28,5979.71,6247.77,6248.63,5979.71,13030726,17541710000.0
2013-01-29,6267.54,6434.67,6456.87,6261.72,17214936,23004430000.0
2013-01-30,6476.41,6512.12,6645.31,6418.76,13870261,19949390000.0
2013-01-31,6514.59,6555.57,6573.49,6454.31,11292383,15772990000.0
2013-02-01,6504.13,6907.45,6934.01,6493.34,17470727,26750700000.0
2013-02-04,7006.03,6866.86,7108.2,6827.37,18054454,27118120000.0
2013-02-05,6767.24,6787.73,6840.81,6680.07,11017690,15784930000.0
2013-02-06,6798.4,6940.32,7067.3,6798.4,11670042,17426820000.0
2013-02-07,6935.74,6988.23,7018.14,6775.4,13528619,19610900000.0
2013-02-08,6973.27,6964.64,7050.75,6871.42,8900709,13186840000.0
2013-02-18,6991.2,6684.62,7004.33,6683.63,8657894,13092030000.0
2013-02-19,6667.34,6543.36,6705.46,6498.11,9528783,13610800000.0
2013-02-20,6539.38,6568.28,6579.09,6441.58,7971333,10780230000.0
2013-02-21,6476.53,6247.63,6476.53,6186.23,11653768,16067880000.0
2013-02-22,6240.78,6194.37,6283.82,6174.36,6167556,8079490000.0
2013-02-25,6254.69,6240.37,6343.1,6193.64,7265034,9216880000.0
2013-02-26,6155.56,6135.03,6336.69,6093.19,10589150,14058640000.0
2013-02-27,6180.3,6292.56,6360.15,6180.3,10704873,13951320000.0
2013-02-28,6368.74,6575.09,6579.92,6281.46,15809687,20504350000.0
